,R_mean,R_std,R_sum,G_mean,G_std,G_sum,B_mean,B_std,B_sum,total_mean,total_std,total_sum,class
943,200.67091836734693,30.564493475297432,10068864,204.56014827806123,30.21153118528828,10264010,216.46352838010205,22.801112467814406,10861274,207.23153167517006,28.880346876495306,31194148,cellSpace
944,196.7949816645408,26.745595691231284,9874385,198.80622209821428,28.35763513927742,9975301,204.60287786989795,23.26598164946566,10266154,200.06802721088437,26.417532760617014,30115840,cellSpace
945,155.4844746492347,44.47807398488395,7801589,137.3390664859694,52.81853539619363,6891125,151.8033522002551,48.68525852906699,7616885,148.20896444515307,49.404313234617646,22309599,cellSpace
946,186.84620137117346,47.00118223552061,9375195,176.21801259566325,55.43057236761817,8841915,193.32571348852042,46.676751236947666,9700311,185.46330915178572,50.36395500696129,27917421,cellSpace
947,191.68490911989795,39.82006734470406,9617982,186.7815090880102,45.920863224590306,9371949,192.4081034757653,39.59318856644303,9654269,190.29150722789115,41.95523669713291,28644200,cellSpace
948,155.0592115752551,47.992277618232805,7780251,146.25968590561226,54.25434072934003,7338726,165.9754862882653,44.73329541396702,8327986,155.76479458971087,49.8095140878522,23446963,cellSpace
949,120.58125398596938,63.12432952126424,6050285,114.32659040178571,65.3490147236245,5736451,167.23483338647958,45.56976229666134,8391175,134.04755925807822,63.25459428114821,20177911,cellSpace
950,125.29956552933673,43.83600607607337,6287031,107.40756536989795,47.03490398040907,5389282,155.18708147321428,46.90211181639299,7786667,129.29807079081633,49.99702944511778,19462980,cellSpace
951,160.05915178571428,40.924009606717874,8031128,154.16460060586735,44.33266960133474,7735363,181.5275430484694,32.27278117308434,9108326,165.25043181335033,41.21683294061707,24874817,cellSpace
952,151.09787547831633,53.91579724193881,7581487,144.1633848852041,57.834419205662705,7233542,170.77032844387756,43.0817170550041,8568572,155.3438629357993,53.1939060372473,23383601,cellSpace
953,234.12697305484693,22.7430993081536,11747555,234.6825573979592,22.364673187614375,11775432,235.3987962372449,15.342498524920238,11811370,234.73610889668367,20.442052267035873,35334357,cellSpace
954,220.93985172193877,18.920318319795822,11085878,217.4140625,24.822183890381815,10908968,215.8711535395408,21.71386259777109,10831551,218.07502258715985,22.05381478952915,32826397,cellSpace
955,176.54930644132654,48.70590095935603,8858538,166.19630899234693,56.537030987274655,8339066,188.1712571747449,44.76973296433887,9441681,176.9722908694728,51.03837509941607,26639285,cellSpace
956,172.63217474489795,46.02626294759325,8661992,160.3749003507653,53.99498791827439,8046971,169.60672433035714,47.47501493032042,8510187,167.5379331420068,49.562394605546665,25219150,cellSpace
957,236.2372448979592,17.449172176031748,11853440,236.9657605229592,16.08810096058282,11889994,237.31570870535714,10.722204902979328,11907553,236.83957137542518,15.042957463782923,35650987,cellSpace
958,187.54203204719389,44.54066771932746,9410109,177.279296875,52.53752567665328,8895166,195.04338727678572,43.93272849493614,9786497,186.62157206632654,47.72560333784614,28091772,cellSpace
959,110.48457429846938,70.3733631225287,5543674,92.09556361607143,78.53041096212168,4620987,102.97187898596938,74.26675707326416,5166717,101.85067230017007,74.84639916259907,15331378,cellSpace
960,188.40700733418367,67.41016675750637,9453510,179.89742107780611,80.87544344881849,9026533,179.2089245854592,71.11663567555543,8991987,182.50445099914967,73.47344435411091,27472030,cellSpace
